rolling_rmse,drift_flag
8.108075698731932,False
8.162170439515723,False
8.169164758539285,False
8.235636409942991,False
8.24077240484668,False
8.391123205930386,False
8.567190869276509,False
8.610469861237673,False
8.607019750285886,False
8.596602058301707,False
8.670441751330014,False
8.609299251627611,False
9.035505778584367,False
9.080775357707918,False
9.598910792202531,False
9.794722961359351,False
10.112916805639987,False
10.288640346549244,False
9.892913707988855,False
9.902229746280508,False
9.261282463451613,False
9.228630668489723,False
9.227688370559568,False
9.2504305193855,False
9.228559202753237,False
9.22159395076261,False
21.280220051261495,False
26.469956333840937,False
26.745760527680503,False
26.703924250027782,False
26.703656748458066,False
26.679982990019642,False
26.67772806537175,False
26.657723330938516,False
26.663859180964252,False
26.62605188420786,False
26.57028574881917,False
26.565410543674343,False
26.566802739714127,False
26.563105305731465,False
26.543310122645224,False
26.540035815441673,False
26.383756482905586,False
26.36854759722066,False
26.179658348115094,False
26.040752360958535,False
25.85491148725842,False
25.783369469063135,False
25.75873734680552,False
25.75792974171162,False
25.636853933034004,False
25.63540157777483,False
25.635328617225678,False
25.62713212756258,False
25.628715363173587,False
25.63079047792823,False
16.916219571741404,False
5.064847941212508,False
3.0018520101309916,False
2.9867127120485724,False
2.9739986414165887,False
2.976431131531544,False
3.222779068456545,False
3.2152133295318834,False
3.1715159398986232,False
3.1684958467534776,False
3.178238628949123,False
3.101483962686457,False
