rolling_rmse,drift_flag
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
10.726144119206822,False
10.679800433131732,False
10.71841951987584,False
10.714403798442616,False
8.494191626950043,False
8.091493039451292,False
8.095510098524482,False
5.7599803970765775,False
5.291453965673605,False
5.322897293463885,False
5.414363469761968,False
5.379554383350206,False
5.0802669614219775,False
5.203341164713886,False
5.136959927689831,False
5.136900054907674,False
20.785166799555036,False
21.393850260439677,False
26.215105832228947,False
26.481426739300336,False
26.482953955395946,False
26.51107522720062,False
26.462827509309104,False
26.429565606082903,False
26.42444394352568,False
26.387984143617206,False
26.38134698988896,False
26.40143819589031,False
26.376000348200616,False
26.442045618016536,False
26.48718862460919,False
26.5186949910826,False
26.50707604935025,False
26.544668106506705,False
26.54955016566372,False
26.559212322766832,False
26.55950828714595,False
26.53846785425932,False
26.537537668621134,False
26.629730329618585,False
26.615362574780363,False
26.613139417619603,False
27.182508164564016,False
27.165202863021367,False
27.173786378433164,False
27.1766755963018,False
18.237761667029524,False
17.65758930847827,False
8.791658677653782,False
8.139683627237014,False
8.140518838433257,False
8.080706508651733,False
8.081239826933393,False
8.209659365266724,False
8.236871306483618,False
8.24127159065628,False
8.23934844851697,False
8.174343668485658,False
8.269447875243268,False
7.990359438903157,False
7.77834362704028,False
7.672746387556576,False
7.666139771743216,False
7.891942956389429,False
7.91000259230712,False
7.898516797895148,False
7.912792920125843,False
7.968933514901953,False
7.985741246159658,False
7.843868543128922,False
7.971591681392405,False
7.980360310295454,False
5.78272382881739,False
5.733998298619217,False
7.990167442864524,False
8.039619293721234,False
8.01761150262337,False
7.7024178058412085,False
16.423051874017155,False
28.195999897895216,False
28.565646687485195,False
28.55282170061251,False
37.593397582882886,False
37.78591330175207,False
37.778984240913296,False
37.78013198487771,False
37.78003560916667,False
37.87797440796853,False
37.85715364491714,False
37.8721799130858,False
38.105700270479865,False
38.10641120694377,False
38.10556533887094,False
38.360058335564176,False
38.376284385945794,False
38.98847977542951,False
39.30898010043588,False
39.310587107412005,False
39.30784007640042,False
39.269849755248,False
39.24145232441484,False
40.129354297244895,False
41.62936824950888,False
41.633770131907255,False
41.47401640351834,False
41.469895787138164,False
41.616364881470005,False
41.629193546251905,False
39.02605546521888,False
31.57399288391968,False
31.23935752576403,False
31.241180097707804,False
19.44085884577037,False
19.00850481048457,False
19.010328168824024,False
21.001020188389393,False
21.06467751108352,False
20.889218267257775,False
48.85973536341504,False
66.7218341083979,True
67.32777357297695,True
67.32772551892928,True
67.32844862119687,True
67.1417898221075,True
114.4539757598502,True
117.50122762281285,True
117.47774558516106,True
117.47538456102541,True
117.53259046998966,True
117.53252356112675,True
117.59004293035164,True
117.29376735504891,True
116.80056487252575,True
116.86217097984756,True
116.79420113452349,True
117.03214008696371,True
119.4570519316242,True
119.52945494245809,True
119.69229526244118,True
119.69732182991963,True
122.3596322299737,True
122.48049504590978,True
122.73418855090826,True
122.82102136559104,True
122.91848967081185,True
122.59384077009695,True
122.63624133176147,True
122.63605549451042,True
114.40575162985692,True
105.21374307062527,True
104.79321794417099,True
104.82920189413063,True
104.83818905639411,True
104.8553917339102,True
49.00886874555722,False
40.58604644687402,False
40.34162208192137,False
40.338950114941035,False
40.266050328237505,False
40.312791999034786,False
40.224733946771586,False
40.31104230204582,False
40.21501349000077,False
40.53004505900297,False
40.507805221599504,False
41.14104941993986,False
34.0958640001679,False
33.948379450438864,False
33.34942508417061,False
33.30027442206782,False
23.584508531736418,False
23.334002418691686,False
22.35013854380252,False
22.124758137938525,False
21.937276625831828,False
21.952489601612125,False
21.652624365337193,False
21.652535866525152,False
29.74233219747511,False
28.986221093759305,False
28.7971989891635,False
31.43049355835175,False
32.067653169413916,False
32.08980657765569,False
32.457018516063876,False
32.47084559695578,False
32.476108070067646,False
32.47599168694435,False
32.385469405306864,False
33.255797066672095,False
33.185235420979446,False
33.0657993230244,False
33.04384871610888,False
36.84705025875418,False
36.96955087697414,False
44.56998130175435,False
49.070990056736626,False
49.23468974582465,False
50.5505795357541,False
50.55887503381877,False
49.65344359434868,False
49.72651885062779,False
50.196800039503614,False
50.095462910902995,False
49.95871946959103,False
49.97063064462867,False
49.97102431121147,False
51.492243950039274,False
47.31859250443003,False
54.02058162199932,False
54.20007557712154,False
59.29824310103382,True
59.17201710458692,False
59.129950755584794,False
59.02965184576105,False
59.047219444157875,False
59.077700018195024,False
59.0751387533124,False
60.273623273305674,True
59.87890500824031,True
59.89481728738017,True
60.28967375848086,True
60.29917133438486,True
58.30422931758325,False
58.2449398458253,False
51.62166024823739,False
47.151943655380926,False
47.86030101011213,False
46.574260851956716,False
46.64258815715929,False
46.75047009507912,False
46.486263138813484,False
45.79156111831272,False
45.85505279957829,False
45.93217720077074,False
47.361607312823764,False
48.538533356555476,False
47.269739554137395,False
47.23642434104593,False
39.364117193922304,False
39.11715647412117,False
28.22778878442443,False
28.045377349043868,False
28.08470568549812,False
28.056497546373517,False
28.715081636429147,False
28.70000663316618,False
28.70532405294995,False
26.06842930586829,False
25.81035476257984,False
25.742558032748562,False
24.893245655118214,False
24.87637382844859,False
23.444314426934383,False
23.45743717379895,False
23.46315489527258,False
22.69097999135301,False
20.576575610084642,False
20.33594371819796,False
20.153415092464538,False
19.8785197600571,False
20.28989202463421,False
20.31518523242953,False
20.158607794881775,False
19.934791928622086,False
16.191756908109653,False
23.75225479822112,False
23.347472997205283,False
29.654457367426428,False
29.832687277394378,False
29.86556184958775,False
29.671678463893493,False
29.447216029403148,False
29.460448554406135,False
29.27850161332391,False
28.764323824172095,False
36.91474130815777,False
37.1565147702412,False
37.15449171424589,False
51.515288705498364,False
59.29638204739845,True
59.656149200195856,True
59.653205996620784,True
59.648540047376585,True
59.62128321290282,True
59.61908414592957,True
69.92000681109042,True
70.19436787943447,True
70.91770066092333,True
71.05848034620189,True
71.59235797453121,True
72.25507172066888,True
72.65675947929557,True
72.67621833114724,True
73.55511903941112,True
73.59661891613523,True
70.79908522613508,True
70.83583333243129,True
68.51914919857121,True
68.44206475024544,True
68.58723106426477,True
68.58715926508926,True
68.55801883112005,True
68.99787409416771,True
69.00820691039843,True
68.96346168179439,True
65.0209709796598,True
65.04090837765409,True
65.04341882918546,True
54.70276743176656,False
46.15688204707696,False
45.64155867057955,False
45.6416263588086,False
45.64337086822235,False
45.64533383189996,False
45.6647448368262,False
27.401103492063402,False
26.711959952179154,False
24.91173341562288,False
24.512993400789966,False
22.960885653700526,False
20.365518887993577,False
18.849375673901378,False
18.83666832212633,False
15.302941321293146,False
15.168248056918468,False
14.804042330874916,False
14.154182571207098,False
13.748285448353293,False
13.747667636858516,False
12.905775861602725,False
12.907321386442263,False
12.907244860114453,False
10.412532539651552,False
10.360105529962077,False
10.148528664878034,False
9.635309704166577,False
8.485164468184323,False
11.04349978612661,False
9.407255254832815,False
9.50702423371546,False
9.516938688941526,False
9.992401868752978,False
10.004797436320693,False
10.1890320615739,False
10.234903953939563,False
10.235269300781656,False
10.169948430475978,False
9.709875984081126,False
9.696614990826374,False
9.58515221461953,False
9.585059481538188,False
9.584729428748984,False
10.417540715856541,False
11.502662661604115,False
11.534237927524059,False
11.858830605280396,False
11.858046452671797,False
11.984498454676398,False
12.077649656642858,False
12.077785605420814,False
12.076501513410387,False
12.226753040818984,False
12.603525588752943,False
12.578148496699852,False
12.60833841993357,False
12.757505222666795,False
12.757492388370009,False
10.59871613969871,False
10.517088129247005,False
11.023967645571714,False
11.25369258399489,False
11.038065936455029,False
11.020038436089143,False
10.842621656679341,False
10.716861596744799,False
10.716509339955591,False
10.71296835833064,False
10.712171732476751,False
10.709248657342373,False
10.689366579694937,False
10.78078439337505,False
10.781310482598952,False
9.83847530963642,False
8.05864041501643,False
7.88102575759281,False
7.382538107811327,False
7.40094236129202,False
7.223816852061039,False
7.0619727083638155,False
7.109401537302411,False
7.108873981041496,False
6.84957876345423,False
5.703951914466947,False
5.69980930351324,False
6.4866093788991455,False
6.701220946600547,False
6.731397821323636,False
6.869595065372176,False
7.559958124356538,False
6.763961624636068,False
6.449110237262843,False
6.092064919542197,False
6.1520355897456005,False
6.217676467588313,False
6.629149642969751,False
6.630554015616324,False
6.633293324295098,False
6.652552934107815,False
6.943544682329198,False
6.966024815096431,False
7.270101599975294,False
7.313963216493628,False
7.327441411770646,False
7.327894267288166,False
7.583363257725609,False
7.704319358202711,False
7.682824040883948,False
7.646396108034752,False
7.715131842498338,False
7.7491492399204205,False
7.749124020638415,False
8.055354195626334,False
8.415715467631927,False
10.286512604085406,False
10.864151803003995,False
11.96796920313876,False
12.709265073693185,False
12.674842229398802,False
12.969260855276397,False
12.897830109319035,False
13.984200227965449,False
13.999331402542781,False
13.972645971927316,False
13.942815313835657,False
13.754780690380477,False
13.778357702471524,False
13.786505913306378,False
13.783012482093193,False
13.640533410411864,False
13.665332289295836,False
13.461905285834291,False
13.438977827179277,False
13.436381258220196,False
13.438653983444047,False
13.30609772831893,False
13.235908570423279,False
13.244963363031468,False
13.239619426666925,False
13.200514678555665,False
13.166201283357566,False
13.168533719275494,False
12.982710707261802,False
12.747257546670928,False
11.29214867944695,False
10.244038965563849,False
8.54721523576233,False
7.373606563412719,False
7.300412101449913,False
5.992126970131427,False
6.0012129475972795,False
2.4661391291756445,False
2.4080800469262766,False
2.6497140829273746,False
2.7625832342147447,False
2.7632608308195614,False
2.709473621005332,False
2.7099358693063356,False
2.684740588402521,False
2.853935266205774,False
2.7142481532692613,False
2.567927556432311,False
2.697454724667525,False
2.6553264986108003,False
2.67355915835956,False
2.6260696812038686,False
2.6364256222848304,False
2.602622421181201,False
2.9558409145231956,False
2.9500435491610175,False
2.9010146795275644,False
3.224229642637228,False
8.84074219544951,False
8.901768241683984,False
33.66783419790549,False
34.14569896239746,False
34.14804362329573,False
34.15661475600063,False
47.41773611201854,False
47.880475989140876,False
47.87987584220764,False
47.90708754371635,False
47.90552169688234,False
47.89319375590944,False
47.910400182515616,False
47.91107913278364,False
47.91182847953215,False
47.911493369706044,False
47.911355765288555,False
47.90306519053758,False
47.90632372127038,False
47.90929631261896,False
47.901825302917004,False
47.9098003009554,False
47.90832554712405,False
47.90819416647819,False
47.91188874763647,False
47.911176480187905,False
47.88988936981771,False
47.88988923616783,False
47.891431377010726,False
47.87013374870213,False
47.15687094057027,False
47.14318583184642,False
34.1843116520699,False
33.71290427934074,False
33.728337975920745,False
33.73201164516495,False
7.488970904938756,False
3.4788510981458844,False
3.938005025947828,False
3.972647831519776,False
3.999119331665945,False
5.131138846003596,False
4.922967170598117,False
6.5259130809298,False
6.550152741800629,False
6.5349189104617755,False
6.534111555537413,False
6.552754581606165,False
6.517635983712822,False
6.762719383382568,False
7.887322086241039,False
7.958624790411318,False
8.101811746963127,False
