rmse_naive,rmse_model,mae_naive,mae_model,mape_naive,mape_model,rmse_improvement_pct,mae_improvement_pct,mape_improvement_pct
39.582678572014345,39.262549507359644,14.71325768621236,15.449482849949312,1.1447754721826413,1.2036619607513594,0.8087604886876901,-5.003821583488346,-5.143933461156756
