Date,USD_NGN,GBP_NGN,EUR_NGN,Day,Month,Year,Weekday,Is_Weekend,USD_Diff,EUR_Diff,GBP_Diff,USD_MA7,EUR_MA7,GBP_MA7,USD_Rate_Category
2017-05-29 00:00:00,325.4266,362.4834,417.3271,29,May,2017,Monday,FALSE,6.12819999999999,5.46970000000005,8.08229999999998,319.056857142857,356.8844,410.720114285714,Low
2017-05-30 00:00:00,323.6799,361.6553,414.6016,30,May,2017,Tuesday,FALSE,-1.74670000000003,-0.828100000000006,-2.72549999999995,320.089671428571,357.974214285714,411.342342857143,Low
2017-05-31 00:00:00,313.9323,352.8311,404.0622,31,May,2017,Wednesday,FALSE,-9.74759999999998,-8.82420000000002,-10.5394,318.508214285714,356.291185714286,408.847185714286,Low
2017-06-01 00:00:00,315.0092,353.4049,405.9209,1,June,2017,Thursday,FALSE,1.07690000000002,0.573800000000006,1.8587,318.507214285714,356.313371428571,408.6254,Low
2017-06-02 00:00:00,312.8972,353.0325,403.4809,2,June,2017,Friday,FALSE,-2.11200000000002,-0.37239999999997,-2.44,318.052814285714,356.264342857143,408.468414285714,Low
2017-06-03 00:00:00,312.9549,353.0976,403.5553,3,June,2017,Saturday,TRUE,0.0577000000000112,0.0650999999999726,0.0743999999999687,317.599785714286,356.216928571429,408.313257142857,Low
2017-06-04 00:00:00,317.4867,358.0767,408.6371,4,June,2017,Sunday,TRUE,4.53179999999998,4.97910000000002,5.08179999999999,317.340971428571,356.368785714286,408.226442857143,Low
2017-06-05 00:00:00,324.0303,364.7885,418.1935,5,June,2017,Monday,FALSE,6.54360000000003,6.71179999999998,9.5564,317.1415,356.698085714286,408.350214285714,Low
2017-06-06 00:00:00,314.0167,354.1571,405.3328,6,June,2017,Tuesday,FALSE,-10.0136,-10.6314,-12.8606999999999,315.761042857143,355.626914285714,407.0261,Low
2017-06-07 00:00:00,313.5956,353.0539,406.2944,7,June,2017,Wednesday,FALSE,-0.421100000000024,-1.10320000000002,0.961599999999976,315.712942857143,355.658742857143,407.344985714286,Low
2017-06-08 00:00:00,315.7497,353.7413,404.5385,8,June,2017,Thursday,FALSE,2.15410000000003,0.687400000000025,-1.7559,315.818728571429,355.7068,407.1475,Low
2017-06-09 00:00:00,314.5972,352.2349,400.7024,9,June,2017,Friday,FALSE,-1.15250000000003,-1.50640000000004,-3.83609999999999,316.061585714286,355.592857142857,406.750571428571,Low
2017-06-10 00:00:00,314.5756,352.2107,400.6749,10,June,2017,Saturday,TRUE,-0.0215999999999781,-0.0242000000000075,-0.0275000000000318,316.293114285714,355.466157142857,406.339085714286,Low
2017-06-11 00:00:00,318.2354,356.5737,405.4956,11,June,2017,Sunday,TRUE,3.65980000000002,4.363,4.82070000000004,316.400071428571,355.251442857143,405.8903,Low
2017-06-12 00:00:00,314.9913,352.8683,399.094,12,June,2017,Monday,FALSE,-3.2441,-3.7054,-6.40160000000003,315.108785714286,353.548557142857,403.1618,Low
2017-06-13 00:00:00,314.972,353.0455,401.5893,13,June,2017,Tuesday,FALSE,-0.0193000000000438,0.177200000000028,2.49529999999999,315.245257142857,353.389757142857,402.627014285714,Low
2017-06-14 00:00:00,324.5279,363.8283,414.0002,14,June,2017,Wednesday,FALSE,9.55590000000001,10.7828,12.4109,316.807014285714,354.928957142857,403.727842857143,Low
2017-06-15 00:00:00,318.5041,355.0254,406.2201,15,June,2017,Thursday,FALSE,-6.02379999999999,-8.80290000000002,-7.7801,317.2005,355.1124,403.968071428571,Low
2017-06-16 00:00:00,324.4736,363.3342,414.7097,16,June,2017,Friday,FALSE,5.96949999999998,8.30880000000002,8.4896,318.611414285714,356.698014285714,405.969114285714,Low
