Date,USD_NGN,GBP_NGN,EUR_NGN,Day,Month,Year,Weekday,Is_Weekend,USD_Diff,EUR_Diff,GBP_Diff,USD_MA7,EUR_MA7,GBP_MA7,USD_Rate_Category,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,target
2016-04-01,199.0693,226.7382,283.196,1,April,2016,Friday,False,0.138000000000005,0.380600000000015,-2.64839999999998,199.018642857143,224.3666,283.976385714286,Low,198.9313,199.0877,198.7844,199.0244,199.02127142857142,0.05871373248210974,199.0561642857143,0.1264746469389044,198.89684333333335,0.43560432590461523,199.1209
2016-04-02,199.1209,226.797,283.2694,2,April,2016,Saturday,True,0.0516000000000076,0.0587999999999909,0.0733999999999924,199.025814285714,225.006885714286,284.242542857143,Low,199.0693,199.0707,199.068,198.6312,199.01864285714285,0.05557193108789915,199.07651428571427,0.09940781471299931,198.89834000000002,0.4361345146812387,199.0632
2016-04-03,199.0632,226.7649,283.0479,3,April,2016,Sunday,True,-0.0577000000000112,-0.0320999999999856,-0.221499999999992,199.024442857143,225.661785714286,284.482314285714,Low,199.1209,199.0728,199.2238,199.2242,199.02581428571426,0.0657216460759455,199.08029285714287,0.10006251479836213,198.91466333333335,0.43495389250917793,199.1711
2016-04-04,199.1711,226.8289,284.0578,4,April,2016,Monday,False,0.107900000000001,0.063999999999993,1.00989999999996,199.0457,226.231185714286,284.526842857143,Low,199.0632,199.0223,199.2389,199.1106,199.02444285714287,0.06466951516366638,199.06882142857145,0.09115419884280059,198.90929666666668,0.43198610808034327,199.1616
2016-04-05,199.1616,226.7073,281.9332,5,April,2016,Tuesday,False,-0.0095000000000027,-0.121600000000001,-2.12459999999999,199.071314285714,226.526828571429,283.909314285714,Low,199.1711,198.9823,199.0169,199.218,199.04569999999998,0.08508186254634909,199.06397857142858,0.08284553911520051,198.91131333333334,0.4330980566942469,198.8814
2016-04-06,198.8814,226.6697,280.9797,6,April,2016,Wednesday,False,-0.280199999999979,-0.0375999999999976,-0.95350000000002,199.056971428571,226.6948,283.189771428571,Low,199.1616,198.9818,199.0453,199.121,199.0713142857143,0.08967919544830365,199.0743142857143,0.08550391675157419,198.9094333333333,0.4318414678247362,199.0832
2016-04-07,199.0832,226.4213,279.8115,7,April,2016,Thursday,False,0.201799999999991,-0.248400000000004,-1.16819999999996,199.078671428571,226.7039,282.327928571429,Low,198.8814,198.9313,199.2601,199.0739,199.05697142857142,0.1117055312654879,199.06260714285713,0.0998064470250843,198.90144666666666,0.43000546727308675,199.1083
2016-04-08,199.1083,226.9372,281.2206,8,April,2016,Friday,False,0.025100000000009,0.515899999999988,1.40909999999997,199.084242857143,226.732328571429,282.045728571429,Low,199.0832,199.0693,199.0877,198.9177,199.07867142857143,0.0970113002797402,199.0499714285714,0.08259382942435113,198.90175666666667,0.4301374116311502,199.1953
2016-04-09,199.1953,227.0363,281.3434,9,April,2016,Saturday,True,0.0869999999999891,0.0991000000000213,0.122799999999984,199.094871428572,226.766514285714,281.770585714286,Low,199.1083,199.1209,199.0707,198.9959,199.08424285714287,0.09750204882371266,199.05144285714283,0.08349624325082551,198.90811,0.43178549140272887,199.1746
2016-04-10,199.1746,227.171,281.374,10,April,2016,Sunday,True,-0.0207000000000051,0.134699999999981,0.0306000000000495,199.110785714286,226.824528571429,281.531457142857,Low,199.1953,199.0632,199.0728,197.7566,199.09487142857145,0.10586081608395607,199.06034285714287,0.09192228920336476,198.91475666666668,0.43470831574896174,199.1427
